atol    1e-9
length    1.0
m_N    2
m_end    9.90991
m_start    2.47748
mode    TE011
omega    4.954955e+00
phi_N    1
phi_end    0.0
phi_start    0.0
r_N    100
r_end    1.0000001
r_start    0.0
radius    1.0
rtol    1e-6
z_N    1
z_end    1e-4
z_start    1e-4

m    r    phi    z    Re[j_r]    error_Re[j_r]    Im[j_r]    error_Im[j_r]    Re[j_phi]    error_Re[j_phi]    Im[j_phi]    error_Im[j_phi]    Re[j_z]    error_Re[j_z]    Im[j_z]    error_Im[j_z]  
2.47748  0.7878788666666667  0  0.0001  -8.639419281143887e-17  -7.464797421067426e-15  -3.443773397548761e-17  -7.066085982075488e-15  -0.6460045140613063  -2.8676328713257434e-08  0.2514881177481713  -2.4824266417772214e-08  -0  -0  -0  -0  
2.47748  0.7979798777777778  0  0.0001  6.255070666222188e-17  -7.361853366715498e-15  -8.563074257047702e-17  -7.132789991511435e-15  -0.6474076788514397  -2.7299187926286995e-07  0.23135300345325954  -3.4281547928174316e-08  -0  -0  -0  -0  
2.47748  0.808080888888889  0  0.0001  -5.477267662246162e-17  -7.315133194014222e-15  -1.6254831533726984e-16  -7.194456822716974e-15  -0.6482877432652808  -4.3112155796446734e-07  0.21105652450162243  -4.5757205365094566e-08  -0  -0  -0  -0  
2.47748  0.8181819  0  0.0001  -5.227756177916907e-17  -7.271120514610436e-15  -5.944412025822851e-17  -7.251060244370243e-15  -0.648634623198378  -7.313581280314906e-10  0.1906276213167365  -5.95078783413873e-08  -0  -0  -0  -0  
2.47748  0.8282829111111112  0  0.0001  1.1050353868148933e-17  -7.223089732473384e-15  -7.077858606647397e-17  -7.302437814073155e-15  -0.6484389569302618  -2.5082821300849644e-09  0.17009530442860962  -7.581765003311285e-08  -0  -0  -0  -0  
2.47748  0.8383839222222222  0  0.0001  2.3583454246579888e-17  -7.170943714848572e-15  -7.428388397765191e-17  -7.348506753954218e-15  -0.6476921401159259  -6.3841630819638844e-09  0.14948861126945936  -9.499941195359173e-08  -0  -0  -0  -0  
2.47748  0.8484849333333333  0  0.0001  -9.124385034438151e-17  -7.114808990412252e-15  -1.1436021416431816e-16  -7.389267861935413e-15  -0.6463863601270996  -2.0571936994253302e-08  0.12883656304798327  -1.1739655908222374e-07  -0  -0  -0  -0  
2.47748  0.8585859444444445  0  0.0001  4.7203487384899434e-17  -7.0544915798975874e-15  -4.6536558237595236e-17  -7.424348733825229e-15  -0.6445146297764643  -4.033113025092387e-08  0.10816812176879426  -7.169247739284046e-08  -0  -0  -0  -0  
2.47748  0.8686869555555555  0  0.0001  -1.2362618174907406e-17  -6.990302498853586e-15  -7.979983310168254e-17  -7.453970826659716e-15  -0.6420708202591695  -3.0604960603355255e-08  0.08751214746319165  -8.668752477935191e-08  -0  -0  -0  -0  
2.47748  0.8787879666666668  0  0.0001  -1.306217999568418e-16  -6.922277614140267e-15  -9.327554890400119e-17  -7.477948927113403e-15  -0.6390496935616399  -3.9814560802934706e-08  0.06689735569701255  -1.0381214194705961e-07  -0  -0  -0  -0  
